Bus No,Material,Material Description,Model,Bus Format,Type,Replacement Date,Next Replacement Date,Final Replacement Date,Predicted Replacement Date,Interval Days,Failure Trend,Predicted Interval,Order Count,Total Withdrawn,Mileage Extracted,MaxMilage_AllYears,SumDistancePlanned_AllYears,SumDistanceActual_AllYears,Bus Age,Bus Age At Replacement,Status,Days Since Last Replacement,Time To Action,Odometer,Total Fault Count,Accident Count
SMB1442L,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,14/11/2022,,14/11/2022,2/4/2030,,0,1600,1,1,653926,829269247,72971970,25978266,10.75890411,8.276712329,Scheduled - Future,906,693,842638,66,6
SMB1443J,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,1/10/2019,,1/10/2019,29/8/2026,,0,1794.090958,1,1,339589,785525893,73294170,27400208,10.79452055,5.189041096,Overdue - Action Required,2046,-253,799747,61,5
SMB1443J,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,7/8/2019,,7/8/2019,4/8/2026,,0,1824.999903,1,1,339589,785525893,73294170,27400208,10.79452055,5.038356164,Overdue - Action Required,2101,-277,799747,61,5
SMB1445D,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,14/12/2022,00:00.0,14/12/2022,23/7/2030,1702,0,1491.05254,2,4,411824,700170371,99752100,45825350,10.75890411,6.02739726,Scheduled - Future,876,614,717167,35,12
SMB1445D,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,14/12/2022,00:00.0,14/12/2022,23/7/2030,1702,0,1641.05254,2,4,411824,700170371,99752100,45825350,10.75890411,6.02739726,Scheduled - Future,876,764,717167,35,12
SMB1446B,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,1/4/2021,00:00.0,1/4/2021,22/10/2027,983,0,1300,2,4,308977,608527121,76040070,33260635,10.75890411,5.308219178,Overdue - Action Required,1498,-199,624286,44,2
SMB1446B,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,30/7/2020,,30/7/2020,16/12/2026,,0,1600,1,1,340856,608527121,76040070,33260635,10.75890411,5.983561644,Overdue - Action Required,1743,-144,624286,44,2
SMB1447Z,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,30/3/2023,00:00.0,30/3/2023,17/1/2030,1384,0,1360.522374,2,9,493429.6667,816721810,60646210,25482747,10.75890411,6.115981735,Scheduled - Future,2154,128.3333333,829052,49,5
SMB1447Z,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,15/6/2019,00:00.0,15/6/2019,6/5/2026,,0,1785.756379,1,4,399514,816721810,60646210,25482747,10.75890411,4.842465753,Overdue - Action Required,2154,-369,829052,49,5
SMB1449T,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,3/3/2023,00:00.0,3/3/2023,25/9/2030,1782,0,1483.938823,2,4,542393,882512934,73039040,24312296,10.75890411,6.134246575,Scheduled - Future,797,686,894252,43,3
SMB1449T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,3/3/2023,00:00.0,3/3/2023,25/9/2030,1782,0,1633.938823,2,4,542393,882512934,73039040,24312296,10.75890411,6.134246575,Scheduled - Future,797,836,894252,43,3
SMB1450M,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,3/8/2022,00:00.0,3/8/2022,4/2/2030,1576,0,1473.214092,2,4,445153.5,683985133,58524580,34496977,10.75890411,5.835616438,Scheduled - Future,1009,463,694180,38,3
SMB1450M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,20/12/2022,00:00.0,20/12/2022,23/6/2030,1715,0,1623.214092,2,4,456625.5,683985133,58524580,34496977,10.75890411,6.026027397,Scheduled - Future,870,752,694180,38,3
SMB1451K,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,2/11/2019,,2/11/2019,25/4/2026,,0,1636.467148,1,1,,602915161,76626670,37140037,10.75890411,5.24109589,Overdue - Action Required,2014,-379,615655,27,3
SMB1451K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,2/11/2019,,2/11/2019,25/4/2026,,0,1636.467148,1,1,,602915161,76626670,37140037,10.75890411,5.24109589,Overdue - Action Required,2014,-379,615655,27,3
SMB1452H,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,1/12/2021,00:00.0,1/12/2021,28/2/2026,1367,0,1425.265846,2,4,626959,858024167,63378710,20678838,10.75890411,5.450684932,Scheduled - Future,1254,170,866193,68,13
SMB1452H,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,30/1/2023,00:00.0,30/1/2023,10/9/2030,1818,0,1642.219698,2,4,707020,858024167,63378710,20678838,10.75890411,5.997260274,Scheduled - Future,829,812,866193,68,13
SMB1453E,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,22/10/2020,00:00.0,22/10/2020,14/5/2026,525.5,-1,1300,3,9,448254.5,878067642,84827980,36448655,10.72054795,4.35890411,Overdue - Action Required,2597,-672.6666667,891731,53,8
SMB1453E,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,21/1/2023,00:00.0,21/1/2023,13/8/2030,1759,0,1632.549507,2,4,531259.5,878067642,84827980,36448655,10.72054795,6.015068493,Scheduled - Future,838,793.5,891731,53,8
SMB1454C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,31/12/2021,00:00.0,31/12/2021,2/3/2026,1375,0,1411.124921,2,4,504097.5,889437954,73788980,23901324,10.72054795,5.483561644,Scheduled - Future,1224,186,902946,27,6
SMB1454C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,31/12/2021,00:00.0,31/12/2021,19/5/2026,1375,0,1600,2,4,504097.5,889437954,73788980,23901324,10.72054795,5.483561644,Scheduled - Future,1224,375,902946,27,6
SMB1455A,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,7/7/2022,00:00.0,7/7/2022,27/1/2026,1134,0,1300,2,4,601919,763935391,64762490,21564816,10.72054795,6.328767123,Scheduled - Future,1036,263,774026,39,1
SMB1455A,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,7/7/2022,00:00.0,7/7/2022,23/11/2026,1134,0,1600,2,4,601919,763935391,64762490,21564816,10.72054795,6.328767123,Scheduled - Future,1036,563,774026,39,1
SMB1456Y,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,7/8/2022,00:00.0,7/8/2022,29/12/2026,1570,0,1452.840169,2,4,569826,785284408,96174340,55747479,10.72054795,5.816438356,Scheduled - Future,1005,447,800115,45,5
SMB1456Y,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,17/9/2019,00:00.0,17/9/2019,2/7/2026,,0,1750.633376,1,4,372432,785284408,96174340,55747479,10.72054795,5.075342466,Overdue - Action Required,2060,-310.5,800115,45,5
SMB1457U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,6/6/2023,00:00.0,6/6/2023,9/2/2028,1872,0,1504.752456,2,4,487686,760117315,63979400,22667697,10.72054795,6.232876712,Scheduled - Future,702,801.5,771979,19,2
SMB1457U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,3/8/2023,00:00.0,3/8/2023,7/4/2028,1930,0,1654.752456,2,4,491722.5,760117315,63979400,22667697,10.72054795,6.312328767,Scheduled - Future,644,1009.5,771979,19,2
SMB1458S,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,20/9/2021,00:00.0,20/9/2021,26/11/2025,1265,0,1414.002942,2,4,439293.5,830978870,105292530,46502685,10.72054795,5.354794521,Scheduled - Future,1326,87,841765,46,3
SMB1458S,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,2/11/2022,00:00.0,2/11/2022,13/5/2030,1675,0,1626.882149,2,4,471337.5,830978870,105292530,46502685,10.72054795,5.910958904,Scheduled - Future,918,708,841765,46,3
SMB1459P,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,20/11/2019,,20/11/2019,7/9/2026,,0,1753.824914,1,1,366068,760642270,57938210,33525451,10.72054795,5.252054795,Overdue - Action Required,1996,-243,772676,38,5
SMB1459P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,20/11/2019,,20/11/2019,7/9/2026,,0,1753.824914,1,1,366068,760642270,57938210,33525451,10.72054795,5.252054795,Overdue - Action Required,1996,-243,772676,38,5
SMB1460J,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,26/11/2021,00:00.0,26/11/2021,18/6/2025,1359,0,1300,2,4,1907383.5,925353014,89281660,20751924,10.72054795,5.409589041,Due Soon - Monitor,1259,40,942801,49,7
SMB1460J,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,26/11/2021,00:00.0,26/11/2021,14/4/2026,1359,0,1600,2,4,1907383.5,925353014,89281660,20751924,10.72054795,5.409589041,Scheduled - Future,1259,340,942801,49,7
SMB1461G,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,25/11/2022,00:00.0,25/11/2022,18/5/2030,1710,0,1467.835393,2,4,704976,896568983,73787650,17656757,10.72054795,5.926027397,Scheduled - Future,895,572,914310,68,8
SMB1461G,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,25/5/2024,00:00.0,25/5/2024,11/10/2028,1128.5,1,1600,3,9,770336,896568983,73787650,17656757,10.72054795,7.206392694,Scheduled - Future,895,1068.666667,914310,68,8
SMB1462D,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,6/1/2023,00:00.0,6/1/2023,12/7/2030,1766,0,1474.396263,2,4,544261,919525516,82863570,15647834,10.72054795,5.964383562,Scheduled - Future,853,620.5,936721,58,10
SMB1462D,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,6/1/2023,00:00.0,6/1/2023,12/7/2030,1766,0,1624.396263,2,4,544261,919525516,82863570,15647834,10.72054795,5.964383562,Scheduled - Future,853,770.5,936721,58,10
SMB1463B,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,7/12/2021,,7/12/2021,29/6/2025,,0,1300,1,1,550749,804511738,79595790,32325606,10.69041096,7.271232877,Due Soon - Monitor,1248,51,817820,70,2
SMB1463B,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,21/1/2023,,21/1/2023,9/6/2030,,0,1600,1,1,637817,804511738,79595790,32325606,10.69041096,8.394520548,Scheduled - Future,838,761,817820,70,2
SMB1464Z,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,17/8/2021,00:00.0,17/8/2021,21/11/2025,1252,0,1428.622772,2,4,472206,922314021,88955350,17023205,10.6630137,5.221917808,Scheduled - Future,1360,67.5,937749,59,9
SMB1464Z,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,19/11/2022,00:00.0,19/11/2022,7/4/2030,1711,0,1600,2,4,525069.5,922314021,88955350,17023205,10.6630137,5.850684932,Scheduled - Future,901,698,937749,59,9
SMB1465X,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,16/3/2021,00:00.0,16/3/2021,11/2/2025,1089,0,1364.366888,2,4,436926.5,860567629,71939850,23937282,10.6630137,5.023287671,Overdue - Action Required,1514,-150.5,869186,153,3
SMB1465X,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,27/1/2023,00:00.0,27/1/2023,15/6/2030,1771,0,1600,2,4,512676.5,860567629,71939850,23937282,10.6630137,5.957534247,Scheduled - Future,832,767,869186,153,3
SMB1466T,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,27/8/2022,00:00.0,27/8/2022,26/1/2030,1618,0,1456.823033,2,4,730857,945133567,80492260,12960279,10.6630137,5.747945205,Scheduled - Future,985,471,949227,58,1
SMB1466T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,27/8/2022,00:00.0,27/8/2022,26/1/2030,1618,0,1606.823033,2,4,730857,945133567,80492260,12960279,10.6630137,5.747945205,Scheduled - Future,985,621,949227,58,1
SMB1467R,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,16/11/2022,00:00.0,16/11/2022,5/5/2030,1704,0,1465.676328,2,4,523395,916235084,87821540,19748229,10.6630137,5.852054795,Scheduled - Future,904,560.5,933588,52,3
SMB1467R,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,16/11/2022,00:00.0,16/11/2022,5/5/2030,1704,0,1615.676328,2,4,523395,916235084,87821540,19748229,10.6630137,5.852054795,Scheduled - Future,904,710.5,933588,52,3
SMB1468M,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,6/11/2019,,6/11/2019,20/4/2026,,0,1627.814048,1,1,,763277943,72425030,24449700,10.6630137,5.156164384,Overdue - Action Required,2010,-383,777002,80,4
SMB1468M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,20/3/2023,,20/3/2023,6/8/2030,,0,1600,1,1,626210,763277943,72425030,24449700,10.6630137,8.526027397,Scheduled - Future,780,819,777002,80,4
SMB1469K,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,22/7/2020,,22/7/2020,21/9/2027,,0,1522.073898,1,1,296158,609094250,22718070,13506731,10.6630137,5.865753425,Overdue - Action Required,1751,-230,617668,13,2
SMB1469K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,28/7/2020,00:00.0,28/7/2020,14/12/2027,,0,1600,1,4,296158,609094250,22718070,13506731,10.6630137,5.873972603,Overdue - Action Required,1745,-146,617668,13,2
SMB1470E,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,20/7/2022,,20/7/2022,9/2/2026,,0,1300,1,1,622280,808262945,59112100,22485502,10.6630137,7.860273973,Scheduled - Future,1023,276,819827,65,3
SMB1470E,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,3/4/2023,,3/4/2023,20/8/2030,,0,1600,1,1,673842,808262945,59112100,22485502,10.6630137,8.564383562,Scheduled - Future,766,833,819827,65,3
SMB1471C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,14/12/2019,,14/12/2019,31/5/2026,,0,1630.933139,1,1,364231,701305208,65795970,21409788,10.6630137,5.260273973,Overdue - Action Required,1972,-342,714869,82,4
SMB1471C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,14/12/2019,,14/12/2019,31/5/2026,,0,1630.933139,1,1,364231,701305208,65795970,21409788,10.6630137,5.260273973,Overdue - Action Required,1972,-342,714869,82,4
SMB1472A,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,16/12/2022,00:00.0,16/12/2022,14/7/2030,1729,0,1485.874005,2,4,500504,826508966,64050200,26059934,10.6630137,5.9,Scheduled - Future,874,611,840419,50,9
SMB1472A,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,16/12/2022,00:00.0,16/12/2022,14/7/2030,1729,0,1635.874005,2,4,500504,826508966,64050200,26059934,10.6630137,5.9,Scheduled - Future,874,761,840419,50,9
SMB1473Y,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,9/1/2023,00:00.0,9/1/2023,1/8/2026,503,0,1300,2,4,525195,699111255,60994630,37247880,10.6630137,7.645205479,Scheduled - Future,850,449,710396,68,4
SMB1473Y,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,26/1/2023,,26/1/2023,14/6/2030,,0,1600,1,1,566874,699111255,60994630,37247880,10.6630137,8.380821918,Scheduled - Future,833,766,710396,68,4
SMB1474U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,29/11/2022,00:00.0,29/11/2022,21/6/2026,856,-1,1300,3,9,475843.5,760593000,62511130,37004295,10.6630137,5.270319635,Scheduled - Future,2411,-98.66666667,771750,57,4
SMB1474U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,29/11/2022,00:00.0,29/11/2022,12/6/2030,1712,0,1628.237674,2,4,475843.5,760593000,62511130,37004295,10.6630137,5.876712329,Scheduled - Future,891,736,771750,57,4
SMB1475S,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,17/6/2019,,17/6/2019,8/4/2026,,0,1757.935448,1,1,419774,860437264,73095680,29271013,10.6630137,4.767123288,Overdue - Action Required,2152,-395,874700,120,11
SMB1475S,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,17/6/2019,,17/6/2019,8/4/2026,,0,1757.935448,1,1,419774,860437264,73095680,29271013,10.6630137,4.767123288,Overdue - Action Required,2152,-395,874700,120,11
SMB1476P,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,18/9/2019,,18/9/2019,20/5/2026,,0,1706.746865,1,1,,781958188,98008110,50300738,10.64383562,5.002739726,Overdue - Action Required,2059,-353,799866,45,8
SMB1476P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,18/9/2019,,18/9/2019,20/5/2026,,0,1706.746865,1,1,,781958188,98008110,50300738,10.64383562,5.002739726,Overdue - Action Required,2059,-353,799866,45,8
SMB1477L,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,18/12/2021,,18/12/2021,10/7/2027,,0,1300,1,1,579076,809958387,78007100,27644075,10.64383562,7.254794521,Due Soon - Monitor,1237,62,820469,91,6
SMB1477L,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,3/11/2022,,3/11/2022,22/3/2030,,0,1600,1,1,644348,809958387,78007100,27644075,10.64383562,8.131506849,Scheduled - Future,917,682,820469,91,6
SMB1480B,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,6/1/2025,00:00.0,6/1/2025,22/2/2029,2035,0,1404.183366,2,4,610956,852851437,102573200,62775542,10.64383562,7.521917808,Scheduled - Future,122,1281,870775,40,6
SMB1480B,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,14/6/2019,,14/6/2019,5/9/2026,,0,1910.712701,1,1,383234,852851437,102573200,62775542,10.64383562,4.739726027,Overdue - Action Required,2155,-245,870775,40,6
SMB1481Z,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,3/11/2022,,3/11/2022,26/5/2026,,0,1300,1,1,634312,818444330,71503250,31891610,10.64383562,8.131506849,Scheduled - Future,917,382,831480,40,4
SMB1481Z,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,3/11/2022,,3/11/2022,22/3/2030,,0,1600,1,1,634312,818444330,71503250,31891610,10.64383562,8.131506849,Scheduled - Future,917,682,831480,40,4
SMB1482X,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,27/10/2020,,27/10/2020,17/6/2026,,0,1329.626399,1,1,454105,726960794,55634790,29858645,10.64383562,6.112328767,Overdue - Action Required,1654,-325,738687,114,6
SMB1482X,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,27/10/2020,,27/10/2020,15/3/2027,,0,1600,1,1,454105,726960794,55634790,29858645,10.64383562,6.112328767,Overdue - Action Required,1654,-55,738687,114,6
SMB1485M,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,29/10/2020,,29/10/2020,13/9/2027,,0,1415.356688,1,1,445963,752287406,93672320,33800504,10.64383562,6.117808219,Overdue - Action Required,1652,-238,765858,71,8
SMB1485M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,29/10/2020,,29/10/2020,17/3/2027,,0,1600,1,1,445963,752287406,93672320,33800504,10.64383562,6.117808219,Overdue - Action Required,1652,-53,765858,71,8
SMB1486K,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,30/11/2019,,30/11/2019,1/7/2026,,0,1675.36648,1,1,331905,575036548,59019060,28983282,10.64383562,5.202739726,Overdue - Action Required,1986,-312,586081,16,6
SMB1486K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,30/11/2019,,30/11/2019,1/7/2026,,0,1675.36648,1,1,331905,575036548,59019060,28983282,10.64383562,5.202739726,Overdue - Action Required,1986,-312,586081,16,6
SMB1487H,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,11/12/2019,,11/12/2019,12/9/2026,,0,1737.746499,1,1,343127,624255474,65149040,40582468,10.64383562,5.232876712,Overdue - Action Required,1975,-238,581080,22,1
SMB1487H,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,8/4/2024,00:00.0,8/4/2024,25/8/2031,1580,0,1600,2,4,452271,624255474,65149040,40582468,10.64383562,7.397260274,Scheduled - Future,395,1204,581080,22,1
SMB1489C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,31/10/2020,,31/10/2020,11/6/2026,,0,1319.794433,1,1,424664,704206490,58112410,21520299,10.57534247,6.054794521,Overdue - Action Required,1650,-331,718775,58,4
SMB1489C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,31/10/2020,,31/10/2020,19/3/2026,,0,1600,1,1,424664,704206490,58112410,21520299,10.57534247,6.054794521,Overdue - Action Required,1650,-51,718775,58,4
SMB1491U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,19/11/2019,,19/11/2019,17/3/2026,,0,1580.244467,1,1,346720,613449985,54721600,18881454,10.57534247,5.104109589,Overdue - Action Required,1997,-418,605957,41,3
SMB1491U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,19/11/2019,,19/11/2019,6/4/2026,,0,1600,1,1,346720,613449985,54721600,18881454,10.57534247,5.104109589,Overdue - Action Required,1997,-398,605957,41,3
SMB1493P,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,2/9/2021,,2/9/2021,25/3/2025,,0,1300,1,1,583766,827468825,63735630,21316800,10.57534247,6.893150685,Overdue - Action Required,1344,-45,840403,63,7
SMB1493P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,8/11/2022,,8/11/2022,27/3/2030,,0,1600,1,1,665628,827468825,63735630,21316800,10.57534247,8.076712329,Scheduled - Future,912,687,840403,63,7
SMB1496G,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,14/10/2022,00:00.0,14/10/2022,17/3/2030,1666,0,1457.813161,2,4,602969,765496183,67513990,20567976,10.57534247,5.726027397,Scheduled - Future,937,520,779766,92,5
SMB1496G,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,14/10/2022,00:00.0,14/10/2022,17/3/2030,1666,0,1607.813161,2,4,602969,765496183,67513990,20567976,10.57534247,5.726027397,Scheduled - Future,937,670,779766,92,5
SMB1497D,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,2/2/2024,00:00.0,2/2/2024,17/10/2030,1548,0,1335.830444,2,9,430025.6667,632183348,49522350,24926278,10.57534247,6.484018265,Scheduled - Future,2009,358,642928,26,5
SMB1497D,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,13/9/2019,,13/9/2019,8/4/2026,,0,1669.220186,1,1,351731,632183348,49522350,24926278,10.57534247,4.920547945,Overdue - Action Required,2064,-396,642928,26,5
SMB1498B,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,3/11/2020,,3/11/2020,22/6/2027,,0,1327.778745,1,1,442588,689628670,55066940,31845233,10.57534247,6.063013699,Overdue - Action Required,1647,-320,702345,107,12
SMB1498B,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,3/11/2020,,3/11/2020,22/3/2027,,0,1600,1,1,442588,689628670,55066940,31845233,10.57534247,6.063013699,Overdue - Action Required,1647,-48,702345,107,12
SMB1499Z,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,26/11/2019,00:00.0,26/11/2019,26/4/2026,,0,1612.864763,1,4,346498,642913316,62368970,27068094,10.55616438,5.101369863,Overdue - Action Required,1990,-378.5,651320,33,5
SMB1499Z,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,26/11/2019,,26/11/2019,13/4/2026,,0,1600,1,1,346498,642913316,62368970,27068094,10.55616438,5.104109589,Overdue - Action Required,1990,-391,651320,33,5
SMB1500C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,27/10/2022,00:00.0,27/10/2022,28/2/2030,1620,0,1442.922094,2,4,445622.5,710474160,59497140,30292356,10.55616438,5.805479452,Scheduled - Future,924,518,719761,19,1
SMB1500C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,27/10/2022,00:00.0,27/10/2022,14/5/2030,1618,0,1630.193423,2,4,578456,710474160,59497140,30292356,10.55616438,5.808219178,Scheduled - Future,924,705,719761,19,1
SMB1501A,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,3/12/2022,00:00.0,3/12/2022,25/6/2026,1166,0,1300,2,9,495185.6667,855096809,61408900,12949349,10.55616438,5.993607306,Scheduled - Future,2053,23.33333333,864149,105,6
SMB1501A,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,21/11/2022,00:00.0,21/11/2022,9/4/2030,1154,0,1600,2,9,495059,855096809,61408900,12949349,10.55616438,5.982648402,Scheduled - Future,2053,315.3333333,864149,105,6
SMB1502Y,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,31/10/2019,,31/10/2019,22/4/2026,,0,1635.359156,1,1,409577,838159217,71475530,13443059,10.55616438,5.032876712,Overdue - Action Required,2016,-382,851747,64,3
SMB1502Y,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,31/10/2019,,31/10/2019,22/4/2026,,0,1635.359156,1,1,409577,838159217,71475530,13443059,10.55616438,5.032876712,Overdue - Action Required,2016,-382,851747,64,3
SMB1504S,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,5/11/2020,,5/11/2020,10/6/2027,,0,1313.939528,1,1,478215,791996940,76023760,27989110,10.55616438,6.049315068,Overdue - Action Required,1645,-332,806735,85,6
